Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Sub_Category,Category,Product_Name,MRP_per_unit,CostPrice_per_unit,Quantity,Discount
US-2016-134908,2016-06-05,2016-06-09,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-ST-10003479,Storage,Office Supplies,Eldon Base for stackable storage shelf platinum,124.608,147.972,4,0.2
US-2016-148803,2016-12-11,2016-12-11,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,South,OFF-ST-10001476,Storage,Office Supplies,Steel Personal Filing/Posting Tote,85.224,77.7669,3,0.2
CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-EN-10002831,Envelopes,Office Supplies,Tyvek  Top-Opening Peel & Seel  Envelopes Gray,287.52,158.136,8,0
CA-2014-146969,2014-09-29,2014-10-03,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,FUR-FU-10004188,Furnishings,Furniture,Luxo Professional Combination Clamp-On Lamps,204.6,151.404,2,0
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,OFF-AP-10003849,Appliances,Office Supplies,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,536.73,2,0.1
CA-2015-113971,2015-05-08,2015-05-14,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,Ohio,East,FUR-FU-10001852,Furnishings,Furniture,Eldon Regeneration Recycled Desk Accessories Smoke,8.352,7.0992,6,0.2
CA-2017-160395,2016-12-31,2017-01-06,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,West,OFF-AR-10003759,Art,Office Supplies,Crayola Anti Dust Chalk 12/Pack,3.64,2.002,2,0
CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,OFF-ST-10004337,Storage,Office Supplies,SAFCO Commercial Wire Shelving 72h,122.48,122.48,2,0
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,West,FUR-CH-10002126,Chairs,Furniture,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,175.6656,1,0.2
CA-2017-147039,2017-06-29,2017-07-04,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,Central,OFF-AP-10000576,Appliances,Office Supplies,Belkin 325VA UPS Surge Protector 6',362.94,272.205,3,0
CA-2014-126522,2014-09-01,2014-09-05,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,West,OFF-AR-10004042,Art,Office Supplies,BOSTON Model 1800 Electric Pencil Sharpeners Putty/Woodgrain,53.94,38.2974,3,0
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,East,TEC-PH-10004700,Phones,Technology,PowerGen Dual USB Car Charger,9.99,5.3946,1,0
CA-2014-117709,2014-05-04,2014-05-08,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,Central,OFF-BI-10001294,Binders,Office Supplies,Fellowes Binding Cases,46.8,25.74,4,0
CA-2015-125416,2015-11-02,2015-11-02,Same Day,KC-16540,Kelly Collister,Consumer,United States,Seattle,Washington,West,TEC-AC-10001552,Accessories,Technology,Logitech K350 2.4Ghz Wireless Keyboard,447.93,398.6577,9,0
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,FUR-FU-10004952,Furnishings,Furniture,C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back 8-1/2x11 25/Bx,109.48,75.5412,2,0
US-2014-100279,2014-03-10,2014-03-14,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Royal Oak,Michigan,Central,OFF-PA-10002259,Paper,Office Supplies,"Geographics Note Cards Blank White 8 1/2"" x 11""",22.38,11.6376,2,0
CA-2014-158064,2014-04-21,2014-04-25,Standard Class,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,West,OFF-BI-10002976,Binders,Office Supplies,ACCOHIDE Binder by Acco,16.52,10.9445,5,0.2
US-2015-104430,2015-10-22,2015-10-26,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Bloomington,Illinois,Central,OFF-BI-10000301,Binders,Office Supplies,GBC Instant Report Kit,5.176,12.94,4,0.8
CA-2015-132080,2015-08-22,2015-08-25,First Class,DP-13105,Dave Poirier,Corporate,United States,New York City,New York,East,OFF-BI-10003694,Binders,Office Supplies,"Avery 3 1/2"" Diskette Storage Pages 10/Pack",50.112,33.8256,6,0.2
CA-2016-161207,2016-08-29,2016-09-03,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,East,OFF-SU-10000381,Supplies,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,19.8303,3,0
CA-2014-120243,2014-12-27,2014-12-30,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,West,OFF-LA-10004425,Labels,Office Supplies,Staple-on labels,11.56,6.1268,4,0
CA-2016-113621,2016-12-01,2016-12-05,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,East,FUR-CH-10001270,Chairs,Furniture,Harbour Creations Steel Folding Chair,172.5,120.75,2,0
CA-2016-168081,2016-04-24,2016-04-27,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,Central,TEC-AC-10003174,Accessories,Technology,Plantronics S12 Corded Telephone Headset System,258.696,194.022,3,0.2
CA-2014-128146,2014-06-21,2014-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,East,TEC-PH-10004539,Phones,Technology,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,965.7389,7,0
CA-2017-138779,2017-01-14,2017-01-15,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,South,OFF-EN-10002504,Envelopes,Office Supplies,Tyvek  Top-Opening Peel & Seel Envelopes Plain White,21.744,14.4054,1,0.2
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,West,OFF-BI-10004656,Binders,Office Supplies,Peel & Stick Add-On Corner Pockets,12.096,7.8624,7,0.2
CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,OFF-AP-10004532,Appliances,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,59.8016,4,0
US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,South,OFF-PA-10001937,Paper,Office Supplies,Xerox 21,15.552,10.1088,3,0.2
CA-2016-130946,2016-04-08,2016-04-12,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,TEC-AC-10001990,Accessories,Technology,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,367.1388,9,0.2
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,FUR-CH-10002335,Chairs,Furniture,Hon GuestStacker Chair,544.008,503.2074,3,0.2
CA-2017-133235,2017-08-01,2017-08-04,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carolina,South,TEC-PH-10002660,Phones,Technology,Nortel Networks T7316 E Nt8 B27,271.96,254.9625,5,0.2
CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-ST-10004634,Storage,Office Supplies,Personal Folder Holder Ebony,11.21,7.847,1,0
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10004860,Chairs,Furniture,Global Low Back Tilter Chair,141.372,189.8424,2,0.3
CA-2014-110184,2014-07-12,2014-07-16,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,OFF-ST-10000107,Storage,Office Supplies,Fellowes Super Stor/Drawer,249.75,204.795,9,0
CA-2016-126004,2016-12-04,2016-12-05,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,FUR-FU-10001602,Furnishings,Furniture,"Eldon Delta Triangular Chair Mat 52"" x 58"" Clear",113.79,93.3078,3,0
CA-2017-100013,2017-11-06,2017-11-11,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,OFF-EN-10001219,Envelopes,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,7.7928,2,0
CA-2015-132570,2015-10-31,2015-11-02,Second Class,KT-16480,Kean Thornton,Consumer,United States,Buffalo,New York,East,OFF-AR-10000369,Art,Office Supplies,Design Ebony Sketching Pencil,2.78,2.0572,2,0
CA-2016-153682,2016-05-30,2016-06-01,First Class,BG-11695,Brooke Gillingham,Corporate,United States,Cincinnati,Ohio,East,TEC-CO-10001046,Copiers,Technology,Canon Imageclass D680 Copier / Fax,839.988,769.989,2,0.4
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,South,FUR-FU-10000076,Furnishings,Furniture,24-Hour Round Wall Clock,47.952,34.1658,3,0.2
CA-2014-127012,2014-08-11,2014-08-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,West,FUR-FU-10003691,Furnishings,Furniture,Eldon Image Series Desk Accessories Ebony,12.35,6.916,1,0
CA-2016-128727,2016-08-29,2016-09-04,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,East,TEC-PH-10003442,Phones,Technology,Samsung Replacement EH64AVFWE Premium Headset,22,16.5,4,0
US-2016-162859,2016-02-15,2016-02-22,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,OFF-BI-10004519,Binders,Office Supplies,GBC DocuBind P100 Manual Binding Machine,398.352,273.867,3,0.2
CA-2017-133641,2017-05-14,2017-05-21,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Gulfport,Mississippi,South,OFF-EN-10004955,Envelopes,Office Supplies,Fashion Color Clasp Envelopes,48.69,24.8319,9,0
CA-2014-168494,2014-12-12,2014-12-14,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,West,FUR-TA-10004619,Tables,Furniture,Hon Non-Folding Utility Tables,764.688,669.102,6,0.2
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-AR-10002280,Art,Office Supplies,Staples in misc. colors,38.82,21.351,6,0
CA-2015-154956,2015-07-04,2015-07-09,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,Central,TEC-PH-10004165,Phones,Technology,Mitel MiVoice 5330e IP Phone,1099.96,813.9704,4,0
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,OFF-AR-10003958,Art,Office Supplies,Newell 337,5.248,4.6576,2,0.2
US-2016-168620,2016-12-24,2016-12-28,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,South,OFF-BI-10001575,Binders,Office Supplies,GBC Linen Binding Covers,27.882,48.3288,3,0.7
CA-2017-117079,2017-10-23,2017-10-27,Standard Class,JR-15700,Jocasta Rupert,Consumer,United States,Jacksonville,Florida,South,TEC-PH-10004586,Phones,Technology,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,755.895,3,0.2
US-2016-144393,2016-10-28,2016-11-04,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,North Carolina,South,OFF-BI-10004236,Binders,Office Supplies,"XtraLife ClearVue Slant-D Ring Binder White 3""",17.616,31.7088,4,0.7
CA-2017-105053,2017-07-07,2017-07-09,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,New York,East,OFF-BI-10001634,Binders,Office Supplies,Wilson Jones Active Use Binders,17.472,11.1384,3,0.2
CA-2016-155992,2016-10-01,2016-10-02,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,Central,TEC-PH-10000215,Phones,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,51.027,2,0
CA-2017-110380,2017-09-02,2017-09-07,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,West,OFF-AR-10000422,Art,Office Supplies,Pencil and Crayon Sharpener,6.57,4.7961,3,0
US-2014-167738,2014-12-24,2014-12-29,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,West,OFF-ST-10003306,Storage,Office Supplies,Letter Size Cart,142.86,101.4306,1,0
CA-2017-121412,2017-09-23,2017-09-27,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Louisville,Colorado,West,FUR-FU-10000246,Furnishings,Furniture,Aluminum Document Frame,29.328,25.662,3,0.2
CA-2017-100426,2017-06-04,2017-06-08,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,South,OFF-PA-10002870,Paper,Office Supplies,Ampad Phone Message Book Recycled 400 Message Capacity 5 ¾” x 11”,12.48,6.864,2,0
US-2016-103646,2016-04-21,2016-04-26,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Central,OFF-ST-10000563,Storage,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,115.128,4,0.2
CA-2016-119186,2016-05-26,2016-05-26,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004621,Paper,Office Supplies,Xerox 212,10.368,6.7392,2,0.2
CA-2016-148698,2016-05-02,2016-05-07,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,Central,OFF-AR-10004022,Art,Office Supplies,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,80.955,3,0.2
CA-2014-163293,2014-09-08,2014-09-11,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,South,TEC-AC-10004209,Accessories,Technology,Memorex Froggy Flash Drive 4 GB,32.97,20.1117,3,0
CA-2016-160815,2016-09-05,2016-09-06,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Phones,Technology,Geemarc AmpliPOWER60,278.4,197.664,3,0
CA-2017-122154,2017-04-09,2017-04-11,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,South,OFF-LA-10000121,Labels,Office Supplies,Avery 48,15.12,10.206,3,0.2
US-2015-149692,2015-12-06,2015-12-12,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,Central,OFF-BI-10002813,Binders,Office Supplies,Avery Reinforcements for Hole-Punch Pages,2.772,7.623,7,0.8
CA-2016-119445,2016-06-26,2016-07-03,Standard Class,GM-14500,Gene McClure,Consumer,United States,Providence,Rhode Island,East,OFF-ST-10000617,Storage,Office Supplies,Woodgrain Magazine Files by Perma,14.9,13.857,5,0
CA-2015-124268,2015-07-04,2015-07-08,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,East,OFF-AR-10004817,Art,Office Supplies,Colorific Watercolor Pencils,15.48,10.9908,3,0
CA-2016-154711,2016-11-22,2016-11-26,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,FUR-FU-10000397,Furnishings,Furniture,Luxo Economy Swing Arm Lamp,39.88,28.7136,2,0
CA-2016-163384,2016-11-10,2016-11-12,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,West,OFF-BI-10004970,Binders,Office Supplies,"ACCOHIDE 3-Ring Binder Blue 1""",13.216,8.7556,4,0.2
CA-2015-101707,2015-08-27,2015-09-01,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,West,OFF-SU-10001218,Supplies,Office Supplies,Fiskars Softgrip Scissors,32.94,23.7168,3,0
CA-2015-138898,2015-05-25,2015-05-29,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Pueblo,Colorado,West,OFF-AP-10004487,Appliances,Office Supplies,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728,761.1552,13,0.2
CA-2017-115427,2017-12-30,2018-01-03,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,West,OFF-BI-10002103,Binders,Office Supplies,Cardinal Slant-D Ring Binder Heavy Gauge Vinyl,13.904,9.3852,2,0.2
CA-2016-134425,2016-12-08,2016-12-12,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,Central,TEC-PH-10003555,Phones,Technology,Motorola HK250 Universal Bluetooth Headset,114.95,112.651,5,0
CA-2015-121391,2015-10-04,2015-10-07,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,West,OFF-ST-10001590,Storage,Office Supplies,Tenex Personal Project File with Scoop Front Design Black,26.96,19.9504,2,0
CA-2016-137043,2016-12-23,2016-12-25,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,South,FUR-FU-10003664,Furnishings,Furniture,Electrix Architect's Clamp-On Swing Arm Lamp Black,572.76,406.6596,6,0
CA-2015-115847,2015-09-19,2015-09-24,Second Class,TC-21535,Tracy Collins,Home Office,United States,Arlington,Virginia,South,FUR-BO-10003433,Bookcases,Furniture,Sauder Cornerstone Collection Library,61.96,57.6228,2,0
US-2017-126179,2017-07-03,2017-07-07,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,South,FUR-FU-10002554,Furnishings,Furniture,Westinghouse Floor Lamp with Metal Mesh Shade Black,23.99,18.4723,1,0
CA-2016-101966,2016-07-14,2016-07-16,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,Central,TEC-PH-10003437,Phones,Technology,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,367.451,7,0.2
CA-2016-141397,2016-06-20,2016-06-21,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-PA-10002986,Paper,Office Supplies,Xerox 1898,46.76,24.3152,7,0
CA-2016-141082,2016-12-09,2016-12-13,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001404,Labels,Office Supplies,Avery 517,3.69,1.9557,1,0
US-2016-134488,2016-09-24,2016-10-01,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,East,FUR-CH-10003199,Chairs,Furniture,Office Star - Contemporary Task Swivel Chair,155.372,168.6896,2,0.3
CA-2016-145919,2016-12-18,2016-12-23,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,OFF-PA-10003072,Paper,Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11"" Ream",38.88,20.2176,6,0
CA-2017-157651,2017-12-10,2017-12-14,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003116,Accessories,Technology,Memorex Froggy Flash Drive 8 GB,14.2,10.8275,1,0.2
CA-2014-160773,2014-07-01,2014-07-05,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,South,TEC-PH-10004586,Phones,Technology,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,503.93,2,0.2
CA-2017-167703,2017-02-03,2017-02-08,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10002071,Binders,Office Supplies,Fellowes Black Plastic Comb Bindings,5.229,9.4122,3,0.7
CA-2017-121804,2017-03-03,2017-03-08,Standard Class,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,South,OFF-AP-10004859,Appliances,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,53.144,5,0
CA-2017-162635,2017-10-09,2017-10-10,First Class,EB-14170,Evan Bailliet,Consumer,United States,Wilmington,North Carolina,South,OFF-PA-10002659,Paper,Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,10.816,7.3008,4,0.2
CA-2014-107153,2014-09-28,2014-10-03,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Lawrence,Massachusetts,East,OFF-ST-10001321,Storage,Office Supplies,Decoflex Hanging Personal Folder File Blue,46.26,33.7698,3,0
US-2014-117058,2014-05-27,2014-05-30,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004139,Binders,Office Supplies,Fellowes Presentation Covers for Comb Binding Machines,17.46,48.015,6,0.8
CA-2015-120439,2015-06-14,2015-06-18,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furnishings,Furniture,Eldon Expressions Punched Metal & Wood Desk Accessories Pewter & Cherry,51.072,45.9648,6,0.2
CA-2016-128258,2016-03-30,2016-04-01,First Class,CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,East,OFF-PA-10004156,Paper,Office Supplies,Xerox 188,11.34,5.7834,1,0
CA-2017-106033,2017-10-15,2017-10-18,Second Class,FG-14260,Frank Gastineau,Home Office,United States,San Francisco,California,West,OFF-AR-10002818,Art,Office Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,61.544,4,0
CA-2016-142762,2016-05-23,2016-05-27,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,West,FUR-FU-10003691,Furnishings,Furniture,0,37.05,20.748,3,0
CA-2017-127705,2017-06-02,2017-06-06,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,East,TEC-PH-10000347,Phones,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,3.6135,1,0.4
CA-2014-122567,2014-02-16,2014-02-21,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,Central,OFF-BI-10002012,Binders,Office Supplies,Wilson Jones Easy Flow II Sheet Lifters,1.08,2.808,3,0.8
CA-2014-121664,2014-05-06,2014-05-10,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,West,OFF-BI-10003684,Binders,Office Supplies,Wilson Jones Legal Size Ring Binders,140.736,87.96,8,0.2
CA-2016-122133,2016-05-16,2016-05-23,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,East,OFF-ST-10002574,Storage,Office Supplies,SAFCO Commercial Wire Shelving Black,552.56,552.56,4,0
US-2017-123281,2017-04-02,2017-04-07,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,West,FUR-FU-10003724,Furnishings,Furniture,Westinghouse Clip-On Gooseneck Lamps,25.11,18.5814,3,0
CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,FUR-FU-10004018,Furnishings,Furniture,Tensor Computer Mounted Lamp,29.78,21.7394,2,0
CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,TEC-MA-10002178,Machines,Technology,Cisco CP-7937G Unified IP Conference Station Phone,695.7,723.528,2,0.5
CA-2015-131758,2015-05-28,2015-06-01,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,East,OFF-AR-10000411,Art,Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,47.82,33.474,3,0
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,OFF-AP-10001154,Appliances,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,57.2058,2,0
CA-2014-153976,2014-10-03,2014-10-08,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,Central,FUR-CH-10002880,Chairs,Furniture,Global High-Back Leather Tilter Burgundy,258.279,328.3833,3,0.3
CA-2016-162901,2016-03-28,2016-03-31,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,South,OFF-ST-10000649,Storage,Office Supplies,Hanging Personal Folder File,31.4,23.55,2,0
CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,TEC-PH-10003092,Phones,Technology,Motorola L804,183.96,163.2645,5,0.2
US-2014-160444,2014-07-05,2014-07-05,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,Central,OFF-ST-10001522,Storage,Office Supplies,Gould Plastics 18-Pocket Panel Bin 34w x 5-1/4d x 20-1/2h,220.776,264.9312,3,0.2
CA-2016-145247,2016-05-05,2016-05-07,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,South,OFF-PA-10003641,Paper,Office Supplies,Xerox 1909,79.14,42.7356,3,0
CA-2017-160045,2017-04-26,2017-04-27,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,Central,FUR-FU-10000010,Furnishings,Furniture,DAX Value U-Channel Document Frames Easel Back,1.988,3.4293,1,0.6
US-2014-151925,2014-09-26,2014-10-01,Second Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,West,FUR-CH-10002961,Chairs,Furniture,Leather Task Chair Black,145.568,145.568,2,0.2
CA-2017-125199,2017-10-19,2017-10-25,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10002956,Art,Office Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,123.256,114.0118,7,0.2
US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,OFF-BI-10001036,Binders,Office Supplies,Cardinal EasyOpen D-Ring Binders,38.388,63.98,14,0.7
CA-2017-133249,2017-07-08,2017-07-11,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Pico Rivera,California,West,FUR-FU-10001588,Furnishings,Furniture,Deflect-o SuperTray Unbreakable Stackable Tray Letter Black,145.9,83.163,5,0
US-2015-103471,2015-12-24,2015-12-28,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,West,FUR-BO-10002613,Bookcases,Furniture,Atlantic Metals Mobile 4-Shelf Bookcases Custom Colors,590.058,1376.802,7,0.7
CA-2017-136672,2017-03-07,2017-03-12,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Clinton,Maryland,East,TEC-AC-10004510,Accessories,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,44.172,3,0
US-2014-157021,2014-04-01,2014-04-06,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,West,OFF-LA-10002312,Labels,Office Supplies,Avery 490,29.6,14.8,2,0
CA-2015-120362,2015-09-14,2015-09-19,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Provo,Utah,West,FUR-TA-10003008,Tables,Furniture,Lesro Round Back Collection Coffee Table End Table,912.75,794.0925,5,0
CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,OFF-AP-10003590,Appliances,Office Supplies,Hoover WindTunnel Plus Canister Vacuum,1089.75,784.62,3,0
US-2016-100566,2016-09-03,2016-09-09,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,Central,FUR-FU-10003394,Furnishings,Furniture,"Tenex ""The Solids"" Textured Chair Mats",83.952,174.2004,3,0.6
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-ST-10002344,Storage,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,79.3604,1,0
